pl_name,pl_altname,st_name,st_spectral_type,st_distance,st_apparent_magnitude,pl_semi_major_axis,pl_eccentricity,pl_orbital_period,pl_angular_distance,pl_periastron_time,pl_inclination,pl_argument_of_periastron,pl_mass,pl_minimum_mass,pl_radius,pl_density,pl_temperature,disc_method,disc_year,disc_facility
gam Lib b,,gam Lib,K0 III,"ValueWithUncertainty(value=47, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.16, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=414, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=27, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2455020, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=-169, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.765, error_positive=None, error_negative=None, sign=None)",,Radial Velocity,"ValueWithUncertainty(value=2018, error_positive=None, error_negative=None, sign=None)",Okayama Astrophysical Observatory
Kepler-1401 b,,Kepler-1401,,"ValueWithUncertainty(value=1425, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=15, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0975, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=11, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0684, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=81, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0109, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.14987956, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=808, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2016, error_positive=None, error_negative=None, sign=None)",Kepler
TOI-2498 b,,TOI-2498,,"ValueWithUncertainty(value=275, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=11, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0491, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.089, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.178, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=87, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=89, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.1089267, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.54063792, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.86, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1443, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2023, error_positive=None, error_negative=None, sign=None)",Transiting Exoplanet Survey Satellite (TESS)
Kepler-1960 b,,Kepler-1960,,"ValueWithUncertainty(value=1527, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=15, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0354, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0232, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.00712, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.11664727, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1547, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2021, error_positive=None, error_negative=None, sign=None)",Kepler
YZ Cet c,,YZ Cet,M4.5 V,"ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.02156, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2452997, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=30, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.00358684, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0035868411221027, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0933, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=410, error_positive=None, error_negative=None, sign=None)",Radial Velocity,"ValueWithUncertainty(value=2017, error_positive=None, error_negative=None, sign=None)",La Silla Observatory
TOI-2818 b,,TOI-2818,,"ValueWithUncertainty(value=312, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=11, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0493, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=4, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.158, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=87, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.71, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.34, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1376, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2023, error_positive=None, error_negative=None, sign=None)",Transiting Exoplanet Survey Satellite (TESS)
HD 45364 b,,HD 45364,K0 V,"ValueWithUncertainty(value=34, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=8, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.6793, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.067, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=225, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=19, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2453374, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=92, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.1893, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.1893, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.805, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.449, error_positive=None, error_negative=None, sign=None)",,Radial Velocity,"ValueWithUncertainty(value=2008, error_positive=None, error_negative=None, sign=None)",La Silla Observatory
K2-133 b,,K2-133,M1.5 V,"ValueWithUncertainty(value=75, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=14, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.03194, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.425, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=87, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.00742, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.11954679, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5, error_positive=None, error_negative=None, sign=None)",,Transit,"ValueWithUncertainty(value=2017, error_positive=None, error_negative=None, sign=None)",K2
Kepler-526 b,,Kepler-526,,"ValueWithUncertainty(value=666, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=13, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.06518, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0978, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=85, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0145, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.17753591, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1099, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2016, error_positive=None, error_negative=None, sign=None)",Kepler
TOI-1422 b,,TOI-1422,G2 V,"ValueWithUncertainty(value=155, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=10, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.108, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.04, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.696, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=153, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.02831717, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.35328815, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.795, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=867, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2022, error_positive=None, error_negative=None, sign=None)",Transiting Exoplanet Survey Satellite (TESS)
HD 20794 d,,HD 20794,G6 V,"ValueWithUncertainty(value=6, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.3625, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.077, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=89, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=60, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=90, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=252, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.015, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0093761285472509, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.182, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=388, error_positive=None, error_negative=None, sign=None)",Radial Velocity,"ValueWithUncertainty(value=2011, error_positive=None, error_negative=None, sign=None)",La Silla Observatory
CoRoT-6 b,,CoRoT-6,F9 V,"ValueWithUncertainty(value=645, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=13, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0855, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=8, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.132, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1017, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2009, error_positive=None, error_negative=None, sign=None)",CoRoT
HD 180314 b,,HD 180314,K0,"ValueWithUncertainty(value=122, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=6, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.247, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=394, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=11, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2453570, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=-56, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=22, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=22, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=22, error_positive=None, error_negative=None, sign=None)",,Radial Velocity,"ValueWithUncertainty(value=2010, error_positive=None, error_negative=None, sign=None)",Subaru Telescope
WASP-5 b,,WASP-5,G5,"ValueWithUncertainty(value=309, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0267, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.038, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0864, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=86, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=34, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1706, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2008, error_positive=None, error_negative=None, sign=None)",SuperWASP
Kepler-1829 b,,Kepler-1829,,"ValueWithUncertainty(value=679, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=15, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0559, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0822, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=88, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0211, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.22115035, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=860, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2021, error_positive=None, error_negative=None, sign=None)",Kepler
Kepler-219 c,,Kepler-219,,"ValueWithUncertainty(value=787, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=13, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.165, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=22, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.21, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=87, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0394, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.319, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=766, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2014, error_positive=None, error_negative=None, sign=None)",Kepler
Kepler-1402 b,,Kepler-1402,,"ValueWithUncertainty(value=1493, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=14, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0322, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0216, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=87, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.00114, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.06780266, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1789, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2016, error_positive=None, error_negative=None, sign=None)",Kepler
Kepler-1146 b,,Kepler-1146,,"ValueWithUncertainty(value=703, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=15, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0325, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0462, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.00642, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.10973325, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=6, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1019, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2016, error_positive=None, error_negative=None, sign=None)",Kepler
K2-334 b,,K2-334,,"ValueWithUncertainty(value=371, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=11, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=5, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=88, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0854, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.50406011, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.829, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1380, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2021, error_positive=None, error_negative=None, sign=None)",K2
K2-81 b,,K2-81,,"ValueWithUncertainty(value=252, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=14, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.059, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.06, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=6, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.234, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=-27, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0143, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.17575163, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)",,Transit,"ValueWithUncertainty(value=2016, error_positive=None, error_negative=None, sign=None)",K2
Kepler-1415 b,,Kepler-1415,,"ValueWithUncertainty(value=1043, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=15, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.01416, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.63642408, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0136, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=86, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.00696, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.11508609, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1846, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2016, error_positive=None, error_negative=None, sign=None)",Kepler
